zone
ZEHOK6, 0, 720.266, -49.6839, -20.0, 837.984, -41.0366, 350.0, 1, ESHOO
ZEHOK4, 0, 720.266, -76.398, -20.0, 861.788, -68.986, 350.0, 1, ESHOO
ZEHOK3, 0, 720.266, -82.4202, -20.0, 882.172, -76.398, 350.0, 1, ESHOO
ZEHOK2, 0, 720.266, -89.8322, -20.0, 890.511, -82.4202, 350.0, 1, ESHOO
ZEHOK7, 0, 720.266, -41.0366, -20.0, 833.377, -20.0898, 350.0, 1, ESHOO
ZEHOK5, 0, 720.266, -68.986, -20.0, 848.133, -49.6839, 350.0, 1, ESHOO
ZRHIL4, 0, 833.377, -41.0366, -20.0, 899.995, -20.0898, 350.0, 1, ROTTH
ZRHIL6, 0, 848.133, -68.986, -20.0, 899.995, -49.6839, 350.0, 1, ROTTH
Zald1, 0, -1659.55, 882.454, -20.0, -1481.63, 1029.8, 350.0, 1, ALDCI
Zwest2, 0, -1081.63, 1954.73, -20.0, -849.897, 2019.95, 350.0, 1, WESDY
ZDOWNT, 0, 954.063, -12.7522, -20.0, 1119.97, 321.351, 350.0, 1, DOWTW
ZFIEPR2, 0, 1180.09, -472.138, -20.0, 1281.98, -364.609, 350.0, 1, FIREP
ZFIEPR4, 0, 1180.09, -364.609, -20.0, 1445.28, -280.181, 350.0, 1, FIREP
ZOUTLO, 0, 954.063, -280.181, -20.0, 1139.43, -12.7522, 350.0, 1, OUTL
ZHOVEB3, 0, 954.063, -472.138, -20.0, 1180.09, -280.181, 350.0, 1, HOBEH
ZHOVEB2, 0, 720.266, -472.138, -20.0, 954.063, -232.36, 30.0, 1, HOBEH
ZRHIL2, 0, 826.52, 33.9341, -20.0, 954.063, 321.351, 350.0, 1, ROTTH
ZRHIL1, 0, 899.995, -89.8322, -20.0, 954.063, 33.9341, 350.0, 1, ROTTH
ZBOAB2, 0, 720.266, 33.9341, -20.0, 826.52, 321.351, 30.0, 1, BOAB
ZHOVEB1, 0, 720.266, -580.431, -20.0, 1179.92, -472.138, 350.0, 1, HOBEH
ZFIEPR1, 0, 1179.92, -580.431, -20.0, 1281.98, -472.138, 350.0, 1, FIREP
ZEHOK1, 0, 720.266, -232.36, -20.0, 954.063, -89.8322, 350.0, 1, ESHOO
ZBOAB1, 0, 720.266, 321.351, -20.0, 1050.76, 539.984, 350.0, 1, BOAB
ZSTEI1, 0, 795.605, 656.075, -20.0, 1206.41, 776.226, 350.0, 1, STEIN
ZSTEI4, 0, 1259.51, 907.671, -20.0, 1355.35, 1014.76, 350.0, 1, STEIN
ZSTEI5, 0, 1259.51, 879.011, -20.0, 1332.09, 907.671, 350.0, 1, STEIN
ZSTEI6, 0, 1259.51, 855.339, -20.0, 1319.76, 879.011, 350.0, 1, STEIN
ZSTEI7, 0, 1259.51, 837.092, -20.0, 1308.91, 855.339, 350.0, 1, STEIN
ZSTEI8, 0, 1259.51, 808.982, -20.0, 1297.08, 837.092, 350.0, 1, STEIN
ZSTEI9, 0, 1259.51, 791.094, -20.0, 1288.54, 808.982, 350.0, 1, STEIN
ZESTCT2, 0, 795.605, 539.984, -20.0, 1259.51, 656.075, 350.0, 1, EISLC
ZMPARK4, 0, 1355.35, 795.065, -20.0, 1713.81, 1014.76, 350.0, 1, MEADP
ZMPARK1, 0, 1355.35, 466.202, -20.0, 1558.8, 795.065, 350.0, 1, MEADP
ZESTCT9, 0, 1288.54, 791.094, -20.0, 1355.35, 808.982, 350.0, 1, EISLC
ZESTCT5, 0, 1297.08, 808.982, -20.0, 1355.35, 837.092, 350.0, 1, EISLC
ZESTCT6, 0, 1308.91, 837.092, -20.0, 1355.35, 855.339, 350.0, 1, EISLC
ZESTCT7, 0, 1319.76, 855.339, -20.0, 1355.35, 879.011, 350.0, 1, EISLC
ZESTCT8, 0, 1332.09, 879.011, -20.0, 1355.35, 907.671, 350.0, 1, EISLC
ZCERV1, 0, 1050.76, 321.351, -20.0, 1355.35, 539.984, 350.0, 1, CERHE
ZCERV2, 0, 1355.35, 321.351, -20.0, 1519.08, 466.202, 350.0, 1, CERHE
ZEHOK10, 0, 650.385, -441.118, -20.0, 720.266, -5.14664, 30.0, 1, ESHOO
ZCERV4, 0, 1519.08, 345.809, -20.0, 1558.8, 466.202, 350.0, 1, CERHE
ZSHTLER, 0, 1119.97, -12.7522, -20.0, 1409.97, 321.351, 350.0, 1, SCHOL
ZCERV3, 0, 1409.97, 273.548, -20.0, 1519.08, 321.351, 350.0, 1, CERHE
ZBECCT1, 0, 1409.97, -12.7521, -20.0, 1519.08, 273.548, 350.0, 1, BEECW
ZBECCT2, 0, 1519.08, -130.564, -20.0, 1627.59, 287.148, 350.0, 1, BEECW
ZBECCT3, 0, 1627.59, -82.8522, -20.0, 1753.83, 287.148, 350.0, 1, BEECW
ZMPARK2, 0, 1713.81, 795.065, -20.0, 1931.48, 1170.58, 350.0, 1, MEADP
ZAIRPT1, 0, 1931.48, 795.065, -20.0, 2441.58, 1076.28, 350.0, 1, FRANI
ZSLOPES, 0, 1139.43, -280.181, -20.0, 1519.08, -12.7521, 350.0, 1, SUTHS
ZAIRPT2, 0, 1753.83, -209.055, -20.0, 2737.31, 137.321, 350.0, 1, FRANI
ZMPARK3, 0, 1452.01, 1014.76, -20.0, 1713.81, 1210.98, 350.0, 1, MEADP
ZSOHAN2, 0, 350.911, 1188.17, -20.0, 701.523, 1341.68, 350.0, 1, STHBO
ZINDUS3, 0, 863.135, 1338.76, -20.0, 1443.64, 1661.55, 350.0, 1, INSTI
ZNRDNS2, 0, 942.316, 1848.46, -20.0, 1264.12, 2193.11, 350.0, 1, NRTGA
ZNRDNS5, 0, 1025.44, 1762.25, -20.0, 1264.12, 1848.46, 350.0, 1, NRTGA
ZNRDNS6, 0, 1060.82, 1719.24, -20.0, 1264.12, 1762.25, 350.0, 1, NRTGA
ZNRDNS7, 0, 1099.92, 1661.55, -20.0, 1264.12, 1719.24, 350.0, 1, NRTGA
ZLBAY4, 0, 1386.12, 1661.55, -20.5666, 1443.64, 1980.9, 349.433, 1, LTBAY
ZNRDNS3, 0, 1264.12, 1848.46, -20.0, 1386.12, 2193.11, 350.0, 1, NRTGA
ZNRDNS4, 0, 1386.12, 1980.9, -20.0, 1443.64, 2154.31, 350.0, 1, NRTGA
ZCHASE2, 0, 701.523, 1188.17, -20.0, 863.135, 1516.68, 350.0, 1, CHAPO
ZCHASE1, 0, 863.135, 1198.39, -20.0, 913.38, 1338.76, 350.0, 1, CHAPO
ZINDUS4, 0, 676.386, 1516.68, -20.0, 863.135, 1743.38, 350.0, 1, INSTI
ZBOULE3, 0, 515.618, 1743.38, -20.0, 781.36, 1818.99, 350.0, 1, BOULE
ZINDUS6, 0, 863.135, 1661.55, -20.0, 1060.82, 1762.25, 350.0, 1, INSTI
ZINDUS2, 0, 1060.82, 1661.55, -20.0, 1099.92, 1719.24, 350.0, 1, INSTI
ZINDUS1, 0, 942.316, 1762.25, -20.0, 1025.44, 1848.46, 350.0, 1, INSTI
ZBOULE4, 0, 781.36, 1743.38, -20.0, 863.135, 2206.99, 350.0, 1, BOULE
ZNRDNS1, 0, 863.135, 1762.25, -20.0, 942.316, 2206.99, 350.0, 1, NRTGA
ZESTCT1, 0, 1206.41, 656.075, -20.0, 1259.51, 776.226, 350.0, 1, EISLC
ZESTCT3, 0, 1259.51, 539.984, -20.0, 1355.35, 776.226, 350.0, 1, EISLC
ZSTEI10, 0, 1259.51, 776.226, -20.0, 1278.94, 791.094, 350.0, 1, STEIN
ZESTCT4, 0, 1278.94, 776.226, -20.0, 1355.35, 791.094, 350.0, 1, EISLC
ZLBAY5, 0, 1264.12, 1661.55, -20.0, 1386.12, 1848.46, 350.0, 1, LTBAY
Zport1, 0, -1294.57, -234.742, -20.0, -933.339, 203.392, 350.0, 1, PORTU
Ztudo1, 0, -2023.89, -234.742, -20.0, -1294.57, 203.392, 350.0, 1, TUDOR
ZRHIL10, 0, 869.072, 321.351, 350.0, 954.063, 364.191, 7.5769, 1, ROTTH
ZBOAB4, 0, 826.506, 101.246, -20.0, 851.424, 172.239, 28.7, 1, BOAB
ZBOAB5, 0, 851.424, 143.866, -20.0, 868.301, 172.239, 25.5, 1, BOAB
ZBOAB6, 0, 826.52, 172.239, -20.0, 875.301, 321.351, 20.0, 1, BOAB
ZRHIL11, 0, 910.813, 364.191, 350.0, 954.063, 418.25, 12.5602, 1, ROTTH
ZRHIL12, 0, 865.39, 364.191, 350.0, 910.813, 377.487, 15.1424, 1, ROTTH
ZRHIL13, 0, 869.537, 377.487, 350.0, 910.813, 386.178, 38.0977, 1, ROTTH
ZRHIL15, 0, 877.244, 386.178, 350.0, 910.813, 397.612, 12.5732, 1, ROTTH
ZRHIL16, 0, 886.591, 397.612, 350.0, 910.813, 406.339, 37.6043, 1, ROTTH
ZRHIL14, 0, 898.111, 406.339, 350.0, 910.813, 412.662, 12.5602, 1, ROTTH
ZMHILLS, 0, 1558.8, 345.809, -20.0, 1659.9, 795.065, 350.0, 1, MEADH
ZFIEPR3, 0, 1281.98, -580.431, -20.0, 1445.28, -364.609, 350.0, 1, FIREP
ZFRIS2, 0, 630.349, -713.653, -20.0, 1445.28, -580.431, 350.0, 1, FIISL
Zberc, 0, -2023.89, 641.471, -20.0, -1380.25, 882.454, 350.0, 1, BERCH
Zberc1, 0, -2023.89, 434.333, -20.0, -1427.83, 641.471, 350.0, 1, BERCH
ZAIRPT3, 0, 1873.7, 137.321, -20.0, 2879.3, 795.065, 350.0, 2, FRANI
ZWILIS1, 0, 1659.9, 345.809, -20.0, 1873.7, 795.065, 350.0, 1, WILLI
ZBECCT5, 0, 1519.08, 287.148, -20.0, 1873.7, 345.809, 350.0, 1, BEECW
ZBECCT4, 0, 1753.83, 137.321, -20.0, 1873.7, 287.148, 350.0, 1, BEECW
ZAIRU0, 0, 2369.27, 137.321, -20.0, 2647.66, 795.065, 130.0, 1, FRANI
ZAIRU2, 0, 2101.53, 19.8913, -20.0, 2435.53, 137.321, 130.0, 1, FRANI
ZAIRU4, 0, 2117.52, 137.321, -20.0, 2138.11, 167.691, 130.0, 1, FRANI
ZAIRU5, 0, 2232.38, 182.049, -20.0, 2243.97, 193.607, 130.0, 1, FRANI
ZAIRU3, 0, 2138.11, 137.321, -20.0, 2369.27, 182.049, 130.0, 1, FRANI
ZAIRU6, 0, 2328.07, 253.06, -20.0, 2369.27, 277.326, 130.0, 1, FRANI
ZAIRU7, 0, 2328.07, 500.043, -20.0, 2369.27, 524.31, 130.0, 1, FRANI
ZAIRU8, 0, 2179.55, 624.746, -20.0, 2369.27, 795.065, 130.0, 1, FRANI
ZAIRU9, 0, 2328.07, 577.51, -20.0, 2369.27, 624.746, 130.0, 1, FRANI
ZAIRU1, 0, 2179.55, 536.785, -20.0, 2187.58, 624.746, 9.0, 1, FRANI
ZFIEPR5, 0, 1180.09, -280.181, -20.0, 1393.38, -225.707, 350.0, 1, FIREP
ZBEG1, 0, 1224.18, -713.653, -20.0, 1445.28, -580.431, 350.0, 1, BEGGA
ZBEG2, 0, 1224.18, -924.02, -20.0, 1496.33, -713.653, 350.0, 1, BEGGA
ZFRIS1, 0, 630.349, -881.62, -20.0, 1224.18, -713.653, 350.0, 1, FIISL
ZBRI1, 0, 401.667, -443.017, 30.0, 906.08, -368.603, 52.9738, 1, BRBRO
ZBRI2, 0, -31.3146, 217.798, 30.0, 809.208, 307.377, 80.0, 1, BRALG
ZBRI3, 0, 616.353, 599.436, 4.27486, 706.969, 649.391, 40.4318, 1, BREBB
ZBRI3, 0, 706.969, 599.436, 20.0, 795.605, 649.391, 30.0, 1, BREBB
ZBRI4, 0, 327.747, 988.736, -20.0, 387.346, 1033.94, 60.0, 1, BREBB
ZBRI4, 0, 387.346, 988.736, 10.0, 446.945, 1033.94, 60.0, 1, BREBB
ZBRI5, 0, 519.495, 1188.17, 10.0, 580.557, 1285.97, 45.0, 1, BREBB
ZBRI5, 0, 519.495, 1140.18, -20.0, 580.557, 1188.17, 45.0, 1, BREBB
ZBRI6, 0, 1402.81, 1115.06, -20.0, 1426.68, 1338.76, 22.0, 1, BRDBB
ZBRI6, 0, 1402.81, 1338.76, -1.3121, 1426.68, 1552.76, 22.1879, 1, BRDBB
ZBRI7, 0, 9.72626, 1626.81, -20.0, 88.1827, 1721.81, 60.0, 1, NOWOB
ZBRI7, 0, 88.1827, 1670.14, -20.0, 166.639, 1765.14, 60.0, 1, NOWOB
ZBRI7, 0, 166.639, 1718.71, -20.0, 192.618, 1798.71, 60.0, 1, NOWOB
ZBRI8, 0, -753.262, 1151.04, 8.0, -738.262, 1183.24, 33.0, 1, HIBRG
ZBRI8, 0, -738.262, 1151.04, -20.0, -702.852, 1183.24, 33.0, 1, HIBRG
ZBRI8, 0, -702.852, 1151.04, 8.0, -663.503, 1183.24, 33.0, 1, HIBRG
ZBRI3, 0, 706.969, 599.436, -20.0, 795.605, 649.391, 80.0, 1, BREBB
ZBRI3, 0, 795.605, 599.436, 80.0, 974.815, 649.391, 30.0, 1, BREBB
ZFIEPR6, 0, 1445.28, -580.431, -20.0, 1563.78, -280.181, 350.0, 1, FIREP
Znort4, 0, -165.606, 1754.75, -20.0, -45.7938, 1810.74, 250.0, 1, NORWO
Znort5, 0, -578.528, 1610.15, -20.0, -510.167, 1817.15, 350.0, 1, NORWO
Zcgci3, 0, -773.867, -285.868, -20.0, -691.208, -139.945, 250.0, 1, CASGC
ZSTAR, 0, -381.711, 148.235, -20.0, -31.3146, 609.361, 350.0, 1, STARJ
ZBOO1, 0, -689.991, 304.602, -50.0, -473.805, 361.597, -20.0, 1, BOTU
ZBOO2, 0, -665.589, 361.597, -50.0, -575.964, 438.883, -20.0, 1, BOTU
ZBOO3, 0, -661.13, 438.883, -50.0, -604.33, 509.597, -20.0, 1, BOTU
ZBOO4, 0, -643.152, 509.597, -50.0, -604.33, 609.361, -20.0, 1, BOTU
ZBOO5, 0, -661.13, 509.597, -50.0, -643.152, 609.361, -20.0, 1, BOTU
ZBOO6, 0, -679.219, 609.361, -50.0, -643.152, 745.696, -20.0, 1, BOTU
ZBOO7, 0, -643.152, 609.361, -50.0, -604.33, 745.696, -20.0, 1, BOTU
ZBOO8, 0, -679.219, 745.696, -50.0, -615.633, 807.647, -20.0, 1, BOTU
ZBOO9, 0, -803.662, 754.7, -50.0, -745.72, 802.42, -20.0, 1, BOTU
ZBOO10, 0, -745.72, 746.353, -50.0, -679.219, 811.101, -20.0, 1, BOTU
ZBOO11, 0, -689.991, 304.602, -20.0, -473.805, 361.597, 3.0, 1, BOTU
ZBOO12, 0, -665.589, 361.597, -20.0, -575.964, 438.883, 3.4, 1, BOTU
ZBOO13, 0, -661.13, 438.883, -20.0, -604.33, 509.597, 3.49999, 1, BOTU
ZBOO14, 0, -643.152, 509.597, -20.0, -604.33, 609.361, 3.1, 1, BOTU
ZBOO15, 0, -661.13, 509.597, -20.0, -643.152, 609.361, -6.60001, 1, BOTU
ZBOO16, 0, -679.219, 609.361, -20.0, -643.152, 745.696, -6.60002, 1, BOTU
ZBOO17, 0, -643.152, 609.361, -20.0, -604.33, 745.696, 3.4, 1, BOTU
ZBOO18, 0, -679.219, 745.696, -20.0, -615.633, 807.647, -4.80003, 1, BOTU
ZBOO19, 0, -803.662, 754.7, -20.0, -745.72, 802.42, -4.30001, 1, BOTU
ZBOO20, 0, -745.72, 746.353, -20.0, -679.219, 811.101, -6.60002, 1, BOTU
ZBOO21, 0, -861.604, 754.7, -20.0, -803.662, 802.42, -2.9, 1, BOTU
ZBOO22, 0, -861.604, 754.7, -50.0, -803.662, 802.42, -20.0, 1, BOTU
ZBOO23, 0, -919.546, 754.7, -20.0, -861.604, 802.42, -0.100002, 1, BOTU
ZBOO24, 0, -919.546, 754.7, -50.0, -861.604, 802.42, -20.0, 1, BOTU
Zacti1, 0, -933.339, -479.583, -20.0, -872.306, -261.129, 350.0, 1, ACTIP
ZBRI1, 0, 567.091, -441.118, -20.0, 650.385, -368.603, 30.0, 1, BRBRO
ZBRI2, 0, 267.099, 218.067, -20.0, 345.646, 306.367, 30.0, 1, BRALG
ZBRI2, 0, 660.374, 226.353, -20.0, 720.266, 321.351, 30.0, 1, BRALG
ZBRI2, 0, 579.713, 214.313, -20.0, 660.374, 311.629, 30.0, 1, BRALG
ZBRI4, 0, 214.634, 988.736, -20.0, 327.747, 1033.94, 60.0, 1, BREBB
ZPENN1, 0, -1145.72, -437.839, -20.0, -939.863, -319.704, 250.0, 1, ALSCF
ZPENN2, 0, -1184.94, -500.289, -20.0, -1026.25, -437.883, 250.0, 1, ALSCF
ZPENN3, 0, -1026.25, -460.589, -20.0, -933.339, -437.883, 250.0, 1, ALSCF
ZPENN5, 0, -933.339, -460.489, -20.0, -896.439, -348.449, 250.0, 1, ALSCF
ZPENN4, 0, -939.863, -437.839, -20.0, -933.339, -348.449, 250.0, 1, ALSCF
ZBRI1, 0, 401.667, -425.325, -20.0, 490.904, -390.211, 30.0, 1, BRBRO
ZBRI1, 0, 490.904, -441.118, -20.0, 567.091, -407.903, 30.0, 1, BRBRO
Zald3, 0, -1648.23, 1029.8, -20.0, -1481.63, 1147.54, 350.0, 1, ALDCI
Zleft2, 0, -1601.43, 1147.54, -20.0, -1454.47, 1417.7, 350.0, 1, LEFWO
Zwest1, 0, -1563.42, 1417.7, -20.0, -711.262, 1954.73, 350.0, 1, WESDY
ZLEAP, 0, 343.176, -66.7263, -20.0, 406.158, -36.926, 30.0, 1, LEAPE
ZBOULE1, 0, 192.618, 1743.38, -20.0, 515.618, 1818.99, 350.0, 1, BOULE
ZFORT, 0, 192.618, 1516.68, -20.0, 676.386, 1743.38, 350.0, 1, FORSI
ZBRI2, 0, 809.208, 217.798, 30.0, 826.52, 307.377, 80.0, 1, BRALG
Zcgar4, 0, -304.118, -912.537, -20.0, 304.217, -773.537, 350.0, 1, CASGR
Zcgar2, 0, -60.9152, -1023.73, -20.0, 304.217, -912.537, 350.0, 1, CASGR
Zcgar1, 0, -304.118, -1065.73, -20.0, -60.9152, -912.537, 350.0, 1, CASGR
end
